0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
0RN50ZZ Release Cervicothoracic Vertebral Disc, Open Approach
0RN53ZZ Release Cervicothoracic Vertebral Disc, Percutaneous Approach
0RN54ZZ Release Cervicothoracic Vertebral Disc, Percutaneous Endoscopic Approach
0RN5XZZ Release Cervicothoracic Vertebral Disc, External Approach
0RN60ZZ Release Thoracic Vertebral Joint, Open Approach
0RN63ZZ Release Thoracic Vertebral Joint, Percutaneous Approach
0RN64ZZ Release Thoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RN6XZZ Release Thoracic Vertebral Joint, External Approach
0RN90ZZ Release Thoracic Vertebral Disc, Open Approach
0RN93ZZ Release Thoracic Vertebral Disc, Percutaneous Approach
0RN94ZZ Release Thoracic Vertebral Disc, Percutaneous Endoscopic Approach
0RN9XZZ Release Thoracic Vertebral Disc, External Approach
0RNA0ZZ Release Thoracolumbar Vertebral Joint, Open Approach
0RNA3ZZ Release Thoracolumbar Vertebral Joint, Percutaneous Approach
0RNA4ZZ Release Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach
0RNAXZZ Release Thoracolumbar Vertebral Joint, External Approach
0RNB0ZZ Release Thoracolumbar Vertebral Disc, Open Approach
0RNB3ZZ Release Thoracolumbar Vertebral Disc, Percutaneous Approach
0RNB4ZZ Release Thoracolumbar Vertebral Disc, Percutaneous Endoscopic Approach
0RNBXZZ Release Thoracolumbar Vertebral Disc, External Approach
0RNC0ZZ Release Right Temporomandibular Joint, Open Approach
0RNC3ZZ Release Right Temporomandibular Joint, Percutaneous Approach
0RNC4ZZ Release Right Temporomandibular Joint, Percutaneous Endoscopic Approach
0RNCXZZ Release Right Temporomandibular Joint, External Approach
0RND0ZZ Release Left Temporomandibular Joint, Open Approach
0RND3ZZ Release Left Temporomandibular Joint, Percutaneous Approach
0RND4ZZ Release Left Temporomandibular Joint, Percutaneous Endoscopic Approach
0RNDXZZ Release Left Temporomandibular Joint, External Approach
0RNE0ZZ Release Right Sternoclavicular Joint, Open Approach
0RNE3ZZ Release Right Sternoclavicular Joint, Percutaneous Approach
0RNE4ZZ Release Right Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RNEXZZ Release Right Sternoclavicular Joint, External Approach
0RNF0ZZ Release Left Sternoclavicular Joint, Open Approach
0RNF3ZZ Release Left Sternoclavicular Joint, Percutaneous Approach
0RNF4ZZ Release Left Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RNFXZZ Release Left Sternoclavicular Joint, External Approach
0RNG0ZZ Release Right Acromioclavicular Joint, Open Approach
0RNG3ZZ Release Right Acromioclavicular Joint, Percutaneous Approach
0RNG4ZZ Release Right Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RNGXZZ Release Right Acromioclavicular Joint, External Approach
0RNH0ZZ Release Left Acromioclavicular Joint, Open Approach
0RNH3ZZ Release Left Acromioclavicular Joint, Percutaneous Approach
0RNH4ZZ Release Left Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RNHXZZ Release Left Acromioclavicular Joint, External Approach
0RNJ0ZZ Release Right Shoulder Joint, Open Approach
0RNJ3ZZ Release Right Shoulder Joint, Percutaneous Approach
0RNJ4ZZ Release Right Shoulder Joint, Percutaneous Endoscopic Approach
0RNJXZZ Release Right Shoulder Joint, External Approach
0RNK0ZZ Release Left Shoulder Joint, Open Approach
0RNK3ZZ Release Left Shoulder Joint, Percutaneous Approach
0RNK4ZZ Release Left Shoulder Joint, Percutaneous Endoscopic Approach
0RNKXZZ Release Left Shoulder Joint, External Approach
0RNL0ZZ Release Right Elbow Joint, Open Approach
0RNL3ZZ Release Right Elbow Joint, Percutaneous Approach
0RNL4ZZ Release Right Elbow Joint, Percutaneous Endoscopic Approach
0RNLXZZ Release Right Elbow Joint, External Approach
0RNM0ZZ Release Left Elbow Joint, Open Approach
0RNM3ZZ Release Left Elbow Joint, Percutaneous Approach
0RNM4ZZ Release Left Elbow Joint, Percutaneous Endoscopic Approach
0RNMXZZ Release Left Elbow Joint, External Approach
0RNN0ZZ Release Right Wrist Joint, Open Approach
0RNN3ZZ Release Right Wrist Joint, Percutaneous Approach
0RNN4ZZ Release Right Wrist Joint, Percutaneous Endoscopic Approach
0RNNXZZ Release Right Wrist Joint, External Approach
0RNP0ZZ Release Left Wrist Joint, Open Approach
0RNP3ZZ Release Left Wrist Joint, Percutaneous Approach
0RNP4ZZ Release Left Wrist Joint, Percutaneous Endoscopic Approach
0RNPXZZ Release Left Wrist Joint, External Approach
0RNQ0ZZ Release Right Carpal Joint, Open Approach
0RNQ3ZZ Release Right Carpal Joint, Percutaneous Approach
0RNQ4ZZ Release Right Carpal Joint, Percutaneous Endoscopic Approach
0RNQXZZ Release Right Carpal Joint, External Approach
0RNR0ZZ Release Left Carpal Joint, Open Approach
0RNR3ZZ Release Left Carpal Joint, Percutaneous Approach
0RNR4ZZ Release Left Carpal Joint, Percutaneous Endoscopic Approach
0RNRXZZ Release Left Carpal Joint, External Approach
0RNS0ZZ Release Right Carpometacarpal Joint, Open Approach
0RNS3ZZ Release Right Carpometacarpal Joint, Percutaneous Approach
0RNS4ZZ Release Right Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RNSXZZ Release Right Carpometacarpal Joint, External Approach
0RNT0ZZ Release Left Carpometacarpal Joint, Open Approach
0RNT3ZZ Release Left Carpometacarpal Joint, Percutaneous Approach
0RNT4ZZ Release Left Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RNTXZZ Release Left Carpometacarpal Joint, External Approach
0RNU0ZZ Release Right Metacarpophalangeal Joint, Open Approach
0RNU3ZZ Release Right Metacarpophalangeal Joint, Percutaneous Approach
0RNU4ZZ Release Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RNUXZZ Release Right Metacarpophalangeal Joint, External Approach
0RNV0ZZ Release Left Metacarpophalangeal Joint, Open Approach
0RNV3ZZ Release Left Metacarpophalangeal Joint, Percutaneous Approach
0RNV4ZZ Release Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RNVXZZ Release Left Metacarpophalangeal Joint, External Approach
0RNW0ZZ Release Right Finger Phalangeal Joint, Open Approach
0RNW3ZZ Release Right Finger Phalangeal Joint, Percutaneous Approach
0RNW4ZZ Release Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RNWXZZ Release Right Finger Phalangeal Joint, External Approach
0RNX0ZZ Release Left Finger Phalangeal Joint, Open Approach
0RNX3ZZ Release Left Finger Phalangeal Joint, Percutaneous Approach
0RNX4ZZ Release Left Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RNXXZZ Release Left Finger Phalangeal Joint, External Approach
0RP000Z Removal of Drainage Device from Occipital-cervical Joint, Open Approach
0RP003Z Removal of Infusion Device from Occipital-cervical Joint, Open Approach
0RP004Z Removal of Internal Fixation Device from Occipital-cervical Joint, Open Approach
0RP007Z Removal of Autologous Tissue Substitute from Occipital-cervical Joint, Open Approach
0RP008Z Removal of Spacer from Occipital-cervical Joint, Open Approach
0RP00AZ Removal of Interbody Fusion Device from Occipital-cervical Joint, Open Approach
0RP00JZ Removal of Synthetic Substitute from Occipital-cervical Joint, Open Approach
0RP00KZ Removal of Nonautologous Tissue Substitute from Occipital-cervical Joint, Open Approach
0RP030Z Removal of Drainage Device from Occipital-cervical Joint, Percutaneous Approach
0RP033Z Removal of Infusion Device from Occipital-cervical Joint, Percutaneous Approach
0RP034Z Removal of Internal Fixation Device from Occipital-cervical Joint, Percutaneous Approach
0RP037Z Removal of Autologous Tissue Substitute from Occipital-cervical Joint, Percutaneous Approach
0RP038Z Removal of Spacer from Occipital-cervical Joint, Percutaneous Approach
0RP03AZ Removal of Interbody Fusion Device from Occipital-cervical Joint, Percutaneous Approach
0RP03JZ Removal of Synthetic Substitute from Occipital-cervical Joint, Percutaneous Approach
0RP03KZ Removal of Nonautologous Tissue Substitute from Occipital-cervical Joint, Percutaneous Approach
0RP040Z Removal of Drainage Device from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP043Z Removal of Infusion Device from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP044Z Removal of Internal Fixation Device from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP047Z Removal of Autologous Tissue Substitute from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP048Z Removal of Spacer from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP04AZ Removal of Interbody Fusion Device from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP04JZ Removal of Synthetic Substitute from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP04KZ Removal of Nonautologous Tissue Substitute from Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RP0X0Z Removal of Drainage Device from Occipital-cervical Joint, External Approach
0RP0X3Z Removal of Infusion Device from Occipital-cervical Joint, External Approach
0RP0X4Z Removal of Internal Fixation Device from Occipital-cervical Joint, External Approach
0RP100Z Removal of Drainage Device from Cervical Vertebral Joint, Open Approach
0RP103Z Removal of Infusion Device from Cervical Vertebral Joint, Open Approach
0RP104Z Removal of Internal Fixation Device from Cervical Vertebral Joint, Open Approach
0RP107Z Removal of Autologous Tissue Substitute from Cervical Vertebral Joint, Open Approach
0RP108Z Removal of Spacer from Cervical Vertebral Joint, Open Approach
0RP10AZ Removal of Interbody Fusion Device from Cervical Vertebral Joint, Open Approach
0RP10JZ Removal of Synthetic Substitute from Cervical Vertebral Joint, Open Approach
0RP10KZ Removal of Nonautologous Tissue Substitute from Cervical Vertebral Joint, Open Approach
0RP130Z Removal of Drainage Device from Cervical Vertebral Joint, Percutaneous Approach
0RP133Z Removal of Infusion Device from Cervical Vertebral Joint, Percutaneous Approach
0RP134Z Removal of Internal Fixation Device from Cervical Vertebral Joint, Percutaneous Approach
0RP137Z Removal of Autologous Tissue Substitute from Cervical Vertebral Joint, Percutaneous Approach
0RP138Z Removal of Spacer from Cervical Vertebral Joint, Percutaneous Approach
0RP13AZ Removal of Interbody Fusion Device from Cervical Vertebral Joint, Percutaneous Approach
0RP13JZ Removal of Synthetic Substitute from Cervical Vertebral Joint, Percutaneous Approach
0RP13KZ Removal of Nonautologous Tissue Substitute from Cervical Vertebral Joint, Percutaneous Approach
0RP140Z Removal of Drainage Device from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP143Z Removal of Infusion Device from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP144Z Removal of Internal Fixation Device from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP147Z Removal of Autologous Tissue Substitute from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP148Z Removal of Spacer from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP14AZ Removal of Interbody Fusion Device from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP14JZ Removal of Synthetic Substitute from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP14KZ Removal of Nonautologous Tissue Substitute from Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RP1X0Z Removal of Drainage Device from Cervical Vertebral Joint, External Approach
0RP1X3Z Removal of Infusion Device from Cervical Vertebral Joint, External Approach
0RP1X4Z Removal of Internal Fixation Device from Cervical Vertebral Joint, External Approach
0RP300Z Removal of Drainage Device from Cervical Vertebral Disc, Open Approach
0RP303Z Removal of Infusion Device from Cervical Vertebral Disc, Open Approach
0RP307Z Removal of Autologous Tissue Substitute from Cervical Vertebral Disc, Open Approach
0RP30JZ Removal of Synthetic Substitute from Cervical Vertebral Disc, Open Approach
0RP30KZ Removal of Nonautologous Tissue Substitute from Cervical Vertebral Disc, Open Approach
0RP330Z Removal of Drainage Device from Cervical Vertebral Disc, Percutaneous Approach
0RP333Z Removal of Infusion Device from Cervical Vertebral Disc, Percutaneous Approach
0RP337Z Removal of Autologous Tissue Substitute from Cervical Vertebral Disc, Percutaneous Approach
0RP33JZ Removal of Synthetic Substitute from Cervical Vertebral Disc, Percutaneous Approach
0RP33KZ Removal of Nonautologous Tissue Substitute from Cervical Vertebral Disc, Percutaneous Approach
0RP340Z Removal of Drainage Device from Cervical Vertebral Disc, Percutaneous Endoscopic Approach
0RP343Z Removal of Infusion Device from Cervical Vertebral Disc, Percutaneous Endoscopic Approach
0RP347Z Removal of Autologous Tissue Substitute from Cervical Vertebral Disc, Percutaneous Endoscopic Approach
0RP34JZ Removal of Synthetic Substitute from Cervical Vertebral Disc, Percutaneous Endoscopic Approach
0RP34KZ Removal of Nonautologous Tissue Substitute from Cervical Vertebral Disc, Percutaneous Endoscopic Approach
0RP3X0Z Removal of Drainage Device from Cervical Vertebral Disc, External Approach
0RP3X3Z Removal of Infusion Device from Cervical Vertebral Disc, External Approach
0RP400Z Removal of Drainage Device from Cervicothoracic Vertebral Joint, Open Approach
0RP403Z Removal of Infusion Device from Cervicothoracic Vertebral Joint, Open Approach
0RP404Z Removal of Internal Fixation Device from Cervicothoracic Vertebral Joint, Open Approach
0RP407Z Removal of Autologous Tissue Substitute from Cervicothoracic Vertebral Joint, Open Approach
0RP408Z Removal of Spacer from Cervicothoracic Vertebral Joint, Open Approach
0RP40AZ Removal of Interbody Fusion Device from Cervicothoracic Vertebral Joint, Open Approach
0RP40JZ Removal of Synthetic Substitute from Cervicothoracic Vertebral Joint, Open Approach
0RP40KZ Removal of Nonautologous Tissue Substitute from Cervicothoracic Vertebral Joint, Open Approach
0RP430Z Removal of Drainage Device from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP433Z Removal of Infusion Device from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP434Z Removal of Internal Fixation Device from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP437Z Removal of Autologous Tissue Substitute from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP438Z Removal of Spacer from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP43AZ Removal of Interbody Fusion Device from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP43JZ Removal of Synthetic Substitute from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP43KZ Removal of Nonautologous Tissue Substitute from Cervicothoracic Vertebral Joint, Percutaneous Approach
0RP440Z Removal of Drainage Device from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RP443Z Removal of Infusion Device from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RP444Z Removal of Internal Fixation Device from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RP447Z Removal of Autologous Tissue Substitute from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RP448Z Removal of Spacer from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RP44AZ Removal of Interbody Fusion Device from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RP44JZ Removal of Synthetic Substitute from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RP44KZ Removal of Nonautologous Tissue Substitute from Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
